BOD,COD,FecalColiform,IP,Class
3.7507687798056595,52.839380510764165,217332.17440572803,7.554946037013307,3
8.836631591593143,12.106425393307589,599337.8518750658,7.886029793917745,3
1.1540661482198753,63.71475680216913,765019.991217515,6.562748616019769,3
1.8664402419290893,32.810208208859756,197262.05368112703,5.811840585369568,3
4.570948625574037,6.647542525746568,14906.571953184663,6.142784608712594,3
3.253594016381934,61.182114885126296,835029.1642784384,6.222142759637906,3
5.137361763658644,30.835786506196186,535026.886504294,5.482109002130727,3
5.623499789937622,55.071620697541945,141457.30878799924,6.123946050018814,3
3.792229607771146,40.57638568669997,834059.6176508209,6.186125543518968,3
7.747564610007468,43.28846933866492,570493.3511169386,6.394029892109338,3
6.2779974693555145,19.78594441750736,777716.0414239226,5.992613700208448,3
7.923267628988745,51.31010922392295,147916.29805441882,5.615377612381597,3
3.2800317629470586,31.74234511475983,420724.31171751436,7.012530971686629,3
8.603326637226896,44.242711068447676,92822.75359971762,6.9469149050846895,3
6.1018879303187274,5.364799120766153,541376.9028332295,5.23975563569162,3
6.98630500130974,59.088758642274215,526977.3753038207,6.372807145532573,3
5.910870551393498,64.06620426746666,30252.702278080524,7.777636658912788,3
3.5467956849055913,25.24718350991155,455499.40768662374,7.5461122406508165,3
2.6129786421978247,41.50920766478339,647587.8822377926,5.159643995394172,3
2.680246618468596,46.95640558955704,689478.0053904589,5.557719040622697,3
6.706581777014963,20.544135685840416,760410.634279539,5.43367786123502,3
3.216888958211549,76.62837839344489,75520.25093726187,6.68889352343548,3
2.264265580071796,33.860583492483386,291171.3277183333,7.222730677278689,3
2.2040841276541387,74.5426810574194,611739.4374059533,5.237748764964812,3
6.9886337835404095,51.83748959814587,466344.03634439193,7.101708422513864,3
3.079389547060835,37.761785851162756,42431.335921861115,6.612048864555274,3
2.630950096517501,50.83100004270388,741965.7801948581,5.473859430427266,3
4.656989995426999,37.8863200015769,750364.0937235276,6.932378849093771,3
3.6364061168119477,74.76216772889306,579710.4030380505,5.408877715850982,3
7.015991309629262,10.991285746819239,587784.7117509451,7.096028130807829,3
2.367008041739791,50.85998423587026,525503.9308534812,5.697253628613346,3
3.7105468845594287,4.744877427747685,17724.206983809978,6.486807795672011,3
8.706401142070472,58.96972997521349,386586.37441460346,5.497104751976284,3
4.507765520085956,55.5899631412649,561436.204127543,7.897259544792369,3
2.317379293107501,36.46396973436265,488921.3457676793,5.5044931654896,3
4.38876068176962,10.83064225863406,411946.51862100064,5.5185549221934185,3
5.162214864976993,65.53669222128664,320018.0042344741,6.711767447899107,3
5.718836410236246,72.49021982330449,685496.2963868934,5.0953272198134,3
8.832837882912283,26.38823621037265,503558.37323955464,6.906165078258455,3
8.462420929825173,36.74675039708225,487956.6586749451,5.312161260498268,3
4.400084641404941,45.80784212409642,80042.75431284074,6.30116671801826,3
3.7589031924584604,44.27908744736576,690954.7444381232,6.975726173570484,3
5.369936418665111,21.34775210921793,223443.097871059,5.72958386902669,3
5.615001384572149,22.611486009446324,802060.9795402678,7.229745643879468,3
3.4113396428129548,8.586276413096211,183305.08477040267,5.374973319320527,3
6.524917082916636,53.27174076300666,704307.6145300566,7.088692870150439,3
2.6025706171802154,57.055412084420006,631908.8956425539,6.467858346773172,3
2.1755960953976494,62.835232650928226,395841.2450322493,5.930961637086181,3
4.5800896404659674,20.722452550866286,640754.7079016139,7.5507266586185375,3
8.370189002907427,76.96545121062259,376662.0331560383,6.87585843751231,3
3.4809355946672356,27.129111716216983,269781.5363555515,6.804307024498302,3
7.029142546217256,8.22890844676275,534667.9462161612,5.444639541873713,3
3.442382613715463,39.83680529753523,699088.6831458715,7.484305467342788,3
4.487474050019243,69.69899147526152,430297.18291157874,7.300175198191514,3
7.826183455158574,19.741600775574803,547700.8098471971,6.5200276209216765,3
7.144756268834734,60.53170510718405,560864.5489902418,7.547300662018798,3
7.3695730485226685,52.636848669485,613849.340653238,7.250011664954459,3
5.484673386410865,4.972925093209874,634384.7851091886,5.225952780151523,3
4.528068804992214,20.13203387287964,302860.1508351163,7.092695656528651,3
3.7747920637500307,27.441255836472905,397872.4258836885,7.309169330710095,3
2.221216738721071,6.52119384124728,194900.7806259347,6.287653736407624,3
7.753258129658557,49.820576496092464,541378.6464621166,6.086273299098512,3
1.2428682593197748,37.05332589649006,807228.246100752,6.370756281654415,3
4.154816153478906,64.50754233715307,67760.96117457216,5.843769285468615,3
4.382667719172274,12.918484884094932,100083.07220064675,5.770320452984736,3
7.687042130818322,21.48547521636308,491441.76228231477,6.883925142678288,3
4.744380944557047,23.672357068328143,574704.6920671349,6.3882079387309165,3
4.857266226610532,66.5011310175069,124987.3746150046,7.116918002813099,3
2.9528091230471176,46.67517323018711,253372.57814381443,7.872896939914988,3
4.08403735704626,69.73230415703303,602035.9447267472,7.353285142476781,3
6.924422146558083,39.88032778363842,444505.05844300555,5.263894249236512,3
4.911200927353942,70.56740978199623,594541.3974133639,5.745957136382957,3
7.810228185581448,72.27665647832566,47717.95248799572,7.605317426147202,3
6.890974378797522,58.66310675256842,473583.8367519771,5.272974535870273,3
2.2359393740583724,25.437121255150387,548068.0139803189,7.844802830574421,3
3.406886330805629,24.78506360436253,83287.91038855517,5.530079153385722,3
1.9601520420194198,66.75280854371415,222932.59246607285,7.212977116453413,3
8.743296624617198,47.13187081689421,118571.86891329222,7.862724241613334,3
3.1445046338662443,59.771358325587116,598141.9700926576,6.979703834399115,3
3.7282151993688144,65.1728771913941,446659.4763756503,6.792799602064115,3
2.4290318750437443,11.68172128237769,742290.6117620087,7.243845649981327,3
1.5631745556441292,25.19714293334784,142252.56896656775,7.340606716950656,3
1.207472038189864,33.5200284649161,107662.4228749872,5.169589930920968,3
2.306859321545846,53.590961517943676,783472.30724524,7.705641872513468,3
6.21938765002927,32.90103575548266,309967.2899565438,6.31509427669563,3
1.3495548582346173,55.297651621961926,256808.0207114149,6.764211189311473,3
4.918132972759008,27.624263731699582,576416.4082986852,6.330474719611994,3
5.339443931387159,25.67280970554475,481204.00184427545,6.929856179579909,3
7.626598002862607,51.46537304412691,5902.146583002578,7.747403284137823,3
2.5156438152384752,53.79770754104637,330042.68436856515,7.089536902810393,3
1.915342521620453,55.24925263588788,705782.3495519946,5.983503323300712,3
1.085044625583448,61.31471132311219,445112.5806526979,7.578545957365283,3
7.835311872138058,13.321974617447378,741371.7923399755,6.339547652978078,3
6.982587982934608,38.68100588242651,253200.3535080128,5.648673471842848,3
4.9266617205076075,17.716754856982938,148785.81956019456,5.259438775980951,3
6.32343894521711,58.01573302143405,614674.6216325966,5.530079238411856,3
2.6683604668815435,8.397607372139522,398941.8900141177,7.591325164225423,3
6.9466048825646,73.53697698666953,41077.047326569606,5.193726350969747,3
1.9872322534514584,74.37733937857611,546796.3757936676,5.886743398668571,3
1.9274007181437343,65.9801256101105,35146.226973554025,6.048449349663361,3
4.3176069593815924,62.677006213213396,8106.218767948909,5.5748966002996845,3
1.0665424262382925,39.6137052272284,778072.7142630046,7.7646526487067735,3
1.9032235216375062,29.237318249210155,575352.6444002066,7.368896050291834,3
6.917799352280227,8.53456754731401,613007.1842026685,5.8662462358968765,3
7.449426302778832,72.61438048324084,144532.65739196018,6.8295597949209945,3
3.6495532426299278,42.81262251656744,139558.3474235548,7.414970799366213,3
6.9013478252874,25.415461017717174,391314.9439225417,7.622611096600977,3
3.33619477015618,45.54874927160896,545196.8986331192,6.5310678033274066,3
1.193493428483233,63.39891479287447,40455.842084931806,5.458487048508628,3
7.9945458348340885,74.13794444669017,629971.3698078637,7.078555355725082,3
6.8213794737236455,22.983912455811538,100288.86964706772,5.375144754579875,3
5.616203228164931,20.192165834254098,518949.212355249,7.104463838521655,3
3.9619484879370197,71.89361968988399,350689.7860524778,6.6929968823224,3
8.63160630039945,21.757000141523125,455758.80336148344,7.050398127421125,3
3.008122267249219,24.319399943078846,171163.10723372063,5.098117523336088,3
1.632837577482145,31.52003090762138,532404.4231374883,7.064605945898474,3
6.317601527144538,72.87886874292494,649615.7608133062,6.958955860048505,3
8.802474761067817,49.15475033783739,691463.9115360291,6.43218696374705,3
2.1873461832115457,75.80979771907873,616647.424159207,6.495227024117842,3
5.89050775512871,40.2184618946033,718076.79891651,7.35257307880778,3
6.167125939578234,68.62098666129019,647203.6812342844,6.809514685197001,3
7.452413703270036,18.96419124009264,655197.3885907762,6.689600121743298,3
3.200906657450822,60.135776822218176,561360.6210408164,5.941659728267901,3
2.1326722888493235,33.73084632925789,731623.3238903936,7.8993049046153185,3
2.2750627090157183,38.98312284190145,746428.352360727,5.4038147774856755,3
6.150750671536649,35.78984527249385,122468.32655718472,5.828180158357266,3
8.529449933821812,61.58821446239969,359201.3614582979,5.361195932427343,3
2.1315675705061174,49.19209515389707,632441.579067911,6.408414557718306,3
2.3691850021675704,32.92749887962764,194169.0539286174,6.026534985873706,3
8.324379398885899,18.260104383731992,654084.3086512772,7.262634479171041,3
1.7289247755802148,26.988640748832687,357679.8615480638,7.886434023135418,3
6.080011694295731,49.184108529738424,116568.36705093594,5.14160406273467,3
7.923008868082079,52.601292139741545,531235.5482593923,6.7893637572058605,3
5.048473964376388,33.81856302632409,605104.1979750177,7.2884682885705265,3
2.4678032625917528,47.90672663853179,501463.31504084147,6.528675988848794,3
1.4566840262101328,73.2708610466407,208977.44046897255,6.151795146728674,3
5.129346825572046,66.85993638265691,73389.47614444389,7.492868635842715,3
6.012234123645787,40.06341952376225,620031.9872152201,5.558901832763647,3
1.7943450277872053,76.91389336935514,421592.06735410023,5.229434718772612,3
5.286694965926595,9.806345493467092,693943.3348294833,5.2206761755924775,3
1.121277607092098,40.24504362992241,721497.6718989108,7.586331982634453,3
3.793458075390114,16.521382866516518,177039.16336928838,6.290839055790288,3
3.1830491329307717,27.116177671720294,111297.65521389582,6.334867999986532,3
5.046789057260248,3.133126435863319,258569.87318953406,5.234780031557855,3
3.8399017611529347,48.79927802405895,684871.129238787,6.935128475982292,3
3.567316235866454,24.25155318306974,396685.7658926829,5.33510609764791,3
6.7351109525547805,4.709881086501081,88887.21550177185,7.358664683546296,3
1.6536010456838843,52.761169002988,185459.9312765632,5.980945612073425,3
8.048419293189843,3.828890999746438,837337.9366358672,5.177140426885623,3
2.371538801977662,35.950839495083144,636074.719786556,6.422490914992411,3
8.127277753004197,3.994084907572698,66947.50492496716,6.094165273065319,3
8.390981619405778,73.97451762753703,359622.2021566069,6.203802630200835,3
3.8951219054697,53.02848024286568,197800.14995859872,7.018993585223195,3
1.6369087112969871,58.50210096682066,723068.9045223538,6.884553090549286,3
4.980446282920058,7.82881085029096,17220.83438633707,5.643420677897204,3
4.580920753623852,36.46226098050512,337830.4552867814,5.552706405350699,3
1.3014767578116437,74.59701881588398,264575.24291121133,6.386829595566011,3
6.954561808405745,63.079354455201525,409751.86658596375,5.343173151116822,3
4.49018647402322,50.93809273092803,484355.0114775962,7.145723958114681,3
2.862577570129571,64.07600024202091,757149.1417347335,7.279497026361117,3
3.182625347025291,61.48653146429003,837587.5526768625,7.489740034883443,3
6.526910561329733,41.717390874277584,431487.32642611495,7.692708148734699,3
7.556991724878194,20.053423157275745,59813.94881144735,7.716748801838337,3
3.951811579500203,42.99335429462447,409286.8118800358,5.553536935855739,3
4.972991621078627,44.1104732422332,707112.3147213282,7.638333410822165,3
7.791322167910068,63.252155769028256,45275.5816716403,6.595212114803728,3
4.261782063703917,34.28702668996243,747156.118549623,5.799116185988413,3
4.6450341164177615,12.594671053412227,821065.886952871,6.249609362241809,3
2.1592019336220067,61.161404994679735,192814.7948299791,7.304195066124932,3
1.8520906549522627,36.576356742696746,678839.6847827389,6.658077595861952,3
1.453852488041131,23.81602108095808,717823.8798344311,6.998496046111251,3
5.654144713340308,36.66041602559196,686077.4349598035,6.438691378074658,3
8.68505534724966,4.005605093951654,119272.3370738551,7.385682487882599,3
3.484668762917914,19.930592645823328,466373.11197220953,6.47350639963927,3
8.134772137569506,72.66405888975186,539605.7876283919,7.60721520536792,3
1.5234687038174874,63.27095317286434,355323.0165648635,7.416213139726343,3
2.6949810023089755,72.07268508823171,115826.07366484184,7.309828218040737,3
6.822255899450911,23.918494969114903,8881.544475900726,6.807933115228761,3
4.645528434803776,55.238419346802395,650343.7840432167,6.2843821665867825,3
5.514694974660577,35.2079849314643,159230.67657019975,6.073026689202827,3
1.5041083936367965,63.60210391445655,571369.4055189934,6.306422565036187,3
5.998995091490815,37.49208338514064,590648.6594453427,7.102450644472375,3
7.985596173083587,50.619850293371975,405097.88143455033,7.332169946737617,3
5.572353318355634,28.77789831486437,819042.4799309719,7.706867845805374,3
2.4560868542687544,4.050751240065487,38975.8288880429,6.839681645015833,3
7.437533232211118,69.86974283255755,494567.44742445514,5.534878277833808,3
2.8941788969621083,48.72651418021439,576506.2969695932,7.75906475057981,3
4.137156014558073,47.66983159066906,437454.6335914408,6.222943604722303,3
6.868568234161465,17.336278581533602,558001.6036852899,7.266729533387044,3
6.1823816213387675,12.006950236339026,100522.50638895537,5.3561860927928855,3
2.5638753522154096,62.642243900670266,349446.631364479,6.973444803668009,3
4.950476102474294,25.057795032680517,398694.1469273095,5.014760505289984,2
19.33304628396826,53.04810793089529,1228445.9459183076,4.48540523490979,2
17.988033478025322,18.19799036836568,1182442.0851170057,5.34580648279049,2
19.00904664991588,18.305324368460173,520191.58945140353,5.038816662404701,2
3.029116783861205,52.20009747242767,1254617.3672608202,5.01382645073842,2
17.035825367668878,11.375543037053989,531525.8354244205,3.357101812717504,2
21.471961159722408,33.68445508892485,671999.6107485394,2.4820912601525618,2
23.87955186060011,71.57458861097864,1599931.8660565747,4.474097810864141,2
23.603900882146302,56.359765974903546,1164855.0234911453,2.3163802694091524,2
4.241041916448006,19.10859604161879,1487819.5217713788,5.091647847906451,2
2.9726112426595606,80.60191834950457,1069205.443077445,3.0337233790185643,2
11.478008630752289,74.59547657147904,1054032.358790313,2.209766032756618,2
8.159249247043434,48.85937405210127,671964.4396795349,1.599937059230016,2
8.846826280139258,73.23238198629485,822389.6013963759,4.360935998611551,2
1.9309457748216707,3.8268328143929433,1535794.8076702747,3.9159224928720002,2
11.589132839914422,64.4709993622748,1181693.2625236874,1.4139824746625067,2
5.759132002316594,64.18685014739675,1598529.927058474,4.896905526521602,2
9.165892828757181,41.11447460599661,962183.7306914867,3.8041160770618596,2
23.712554902045184,19.92906483244207,493726.97540467716,1.303775088628238,2
23.669360832535947,60.58563639136702,1379243.7437958058,3.958889552771196,2
22.523857015085262,26.123000458006,215322.62384128652,2.1613855877375414,2
9.788289779496226,56.837493341948765,218693.98361120003,1.5171525474422654,2
8.042959292593203,92.89419615708258,1407948.4556616384,3.2578755248309044,2
27.38473149958296,46.840898430728245,1483730.591603146,3.374549843018726,2
18.328212282900587,10.608429225719576,387661.08371942857,3.4962744528198098,2
21.88922726253713,93.49524546831044,1336515.2593953246,2.9008930293447985,2
20.20395833754996,76.31004498025973,1421093.7116631353,4.978175741395555,2
25.25709550770037,90.30351362016518,834010.5359399834,2.0984157874456346,2
20.130271729319315,26.194937074512698,95927.69081746221,1.5946084868466552,2
18.26591690327197,29.500111970392616,1225575.9467402934,4.626387075983421,2
11.696989020701166,63.659556116266096,1502953.1643791508,1.8139001935615267,2
17.132099581719,90.76094717846131,81197.13166972072,3.923297963295883,2
2.340343039152648,62.491091873851545,707681.9306939921,1.5649616247574991,2
23.813771610424414,96.87312663302744,549516.1313813443,2.8539367807500016,2
12.313610255237869,44.42594202065687,1223469.7223347398,1.6936430283095696,2
22.182975917413163,61.912109392397994,143591.39387232295,2.6532397118026907,2
11.69821119533158,28.549488527256937,1315851.8098452257,2.424658436788051,2
11.332034373670757,97.7096708051511,734180.2561686042,2.2340786193763624,2
21.324161660314598,70.0037903766524,1105727.819382384,2.558599644443701,2
9.0424915159784,43.44958709492756,673504.2802499316,2.9956674959155594,2
15.212733268359449,60.08800720516148,1027123.6558343237,3.859623544067616,2
4.238212658831439,3.5251961203045585,432566.848922902,1.8516215832816894,2
11.94358583435624,74.76170133103898,92193.2931628816,4.228829827674269,2
2.3289438303491723,90.68176746723442,814806.7752384346,1.3536221158752832,2
6.607970090846321,82.96790822525398,557821.2041635211,3.2383569622814585,2
4.516716113606007,84.6343821248546,1563614.9195902618,1.7507740093113742,2
11.576460384598539,53.62278286724209,1359891.6674149847,4.985913631629729,2
22.6818168783972,66.51776763413122,206206.20744972868,2.1780669992042103,2
12.140232774792901,85.42586309785021,1563347.9659327604,4.923659580941921,2
4.718092872812441,74.82456660538371,62252.61632253796,3.5409054230098045,2
8.514927181720198,44.71121606802894,988198.8126502413,1.6645474504236524,2
23.546689125347623,58.31343748221693,1458580.497582544,3.1675201778320563,2
21.786456523977762,87.15337036422869,33188.48832089522,2.778577953434567,2
16.04156313277559,22.197825031215096,1238790.8062341087,5.1056993375137765,2
4.710721445480658,51.30152136988339,298934.9991139208,1.8993320699738472,2
23.7991217878232,82.94171027969462,301041.89887586306,3.9195662726049108,2
6.069536618092677,70.25311617008212,1581209.178144392,3.8651413871972613,2
9.455040829998593,51.85822721125986,1020713.1708955886,1.8923049186644374,2
6.812135693558744,53.64943495087648,1163647.124634356,4.802171711129576,2
6.854247011997617,67.69384667728691,41438.173458300655,5.091366611656012,2
1.1718164330366667,14.979194120941203,221614.13768548094,3.928637002633473,2
28.473026769082157,95.00961126604973,425816.49177130323,2.842624585106269,2
21.42473753263676,17.686415949684264,1320561.237279597,1.3354963503525095,2
8.860773773401103,79.4931833401716,286227.1854352156,5.018241712546898,2
6.676884039328317,6.215930977054675,527981.6697885521,5.2109351157996,2
14.612254475757592,61.24344130416053,993970.597351837,1.900705046159213,2
4.9901148674785265,49.83319814815967,1137195.1011856485,1.6137786472230335,2
23.203823403456358,70.43477868408299,1547784.4972364819,5.113806108660253,2
28.450322970970177,34.1028576595026,618579.7376561108,3.3381051301103373,2
22.861009514193352,71.91328157502747,791873.1438078647,2.458537586907764,2
21.367710158707805,42.10306110018124,1533446.0580241971,4.4108376551321085,2
27.334405665479313,75.25537986960335,512568.5354794832,3.228291150103762,2
27.67097774532441,87.58411083553636,1203789.3366263316,1.6731376232078432,2
13.300856937939216,75.3699291983444,1240775.2801141164,2.1231256927810493,2
29.99201298221124,41.88254767847765,798447.8633248517,3.182623236608661,2
29.7991568132723,64.73908204509229,840256.8336187522,1.7875872677791615,2
22.144810185052123,12.81423853452446,1426784.7359715588,3.6663971716760377,2
6.428657287488404,53.76370124586532,1390327.0460969573,3.5712519311514948,2
7.796106588713622,80.02541209952318,1136349.8645720545,4.337855948135376,2
6.274715127508299,93.56500116324851,1258508.6666216305,5.105711244692166,2
11.678854040877145,55.73029791894111,661519.7260305976,2.0889358143085275,2
29.71717631799695,74.69759813448032,693755.6020031626,3.427236759070899,2
20.801663381084953,80.34507229108758,879445.3551870984,3.851636116808936,2
23.07074709916511,88.31276636621563,884590.8106653662,1.457253457862733,2
13.661144894816536,80.75137136793488,1107236.2418439935,4.497078012586635,2
22.265911391860755,72.36170889270447,1074181.3926111772,4.4057943730787015,2
22.761475151181557,97.65856590940916,738336.4690979621,1.6303749764485804,2
9.14131657495346,89.87286369205282,227912.70372711512,4.990040373415543,2
7.708651250962746,78.18958427212688,604984.702342891,1.6846769687370822,2
27.02940842179814,75.92126018981912,375675.62269855017,2.4265277207555167,2
6.2200935317654205,7.01903599508203,1272672.366960594,2.655389230642406,2
15.079214329447343,24.84812364090525,173740.69176083064,3.810488755010768,2
25.782694402177754,88.48098116749244,561033.4464389433,3.4194125128795454,2
27.424415083283318,4.269558773440184,326306.82473078795,3.2799204365595163,2
5.3276894174965275,21.439206077950946,786745.8618987198,2.4997870801887982,2
3.3854998849753484,38.029867526004466,706491.5996998394,1.4123226715572683,2
27.558983822569456,60.52259854928625,61342.995379326654,3.2279788214829512,2
15.932806144716798,19.451036548692684,409328.6043005435,2.6076444936175287,2
24.579470926280706,6.606470786838088,1344.728035891162,3.422999274714485,2
21.82452753431115,84.41230517769628,274695.8489442549,4.686228719030121,2
21.52823332732678,23.57763747923335,110938.48711521988,3.3652048026042634,2
4.185324936813007,67.6005628705481,198132.89124537926,2.5337771905028905,2
8.102511665310278,36.066413024723765,675519.0633894235,5.156696593838573,2
21.283014653152676,26.949819126587435,1420907.0341500838,3.1410939312627812,2
2.4953839047891817,19.18901550559762,122199.8519018977,5.329995955941856,2
1.2388216313302882,75.33014637036139,1442327.7250217677,1.23927429826111,2
26.27575873925299,27.799727097293278,948080.2056647433,3.4797213759574515,2
29.12422027865462,56.80352382311709,409967.52611641836,1.3171043179511541,2
1.9925086887237917,19.301877437465834,57232.61864265527,4.286977307519284,2
26.15420242849076,30.234288865043023,1005465.2178937675,4.450288092676247,2
22.047891053051607,78.82188557427119,964631.3370033866,3.436904523061239,2
3.2831547152827136,78.21536003807539,1367798.304665057,2.7666571604548915,2
2.41622940238524,66.357263998627,25510.278598590474,4.813158581434255,2
7.029008908813789,64.1367772806074,713734.7675873386,1.8864823169024958,2
10.920346575837106,20.064737734400605,142439.89022459096,2.9149303688818975,2
14.594019517335946,69.16286679688422,1269124.4689128548,3.983818881646136,2
19.966827220313203,2.59629266522528,1453518.6921824429,4.525540031340046,2
11.199824421108868,2.2304165128955034,1466764.4952001676,1.434497965157476,2
8.861217784390881,28.048857909145475,1265395.923510947,4.460316086799588,2
27.32811277522566,31.36560496501919,1536882.409457753,4.3318642357117865,2
27.96546528475259,69.28073354733928,804982.8644682559,2.861457218809031,2
2.803052744685462,93.47615256196252,56725.02485017425,3.222073899397685,2
24.127399794066463,88.22278816640438,73957.30426215727,1.7476405459432556,2
10.577982862580617,66.91530255247608,868659.3687919413,4.786400863563088,2
1.4282615474334424,0.6114272009218351,32940.200571938876,1.7697850756500708,2
3.0958398571276584,73.20965559866241,552601.6147285134,5.127454963544875,2
11.637295684911992,8.161892792632676,778428.3849878937,3.935947432118361,2
12.68718239483611,73.74861158741194,783162.3065996197,4.546089434598356,2
17.102024182212563,74.78140779065576,1205677.7102258792,3.49405592354122,2
27.5593564780543,7.3609091430424,1554514.2001503562,2.654632998837824,2
26.0362362617357,67.36849731711511,1538642.1032994525,2.779319906619851,2
24.022543674578312,85.06203375358139,40913.54181097752,2.915064937594412,2
27.231011817366355,1.4799687539624324,694474.8049578218,5.202370870386739,2
8.265023081563921,80.11521528074456,1326715.7307494113,2.39654069388833,2
7.828626895887966,21.905034422297696,1512307.0983488255,1.5694226047297786,2
25.613763268758106,91.36695893208638,1533715.5012204207,5.261644835595898,2
17.435582740377424,38.008054026813355,241210.81095017443,4.189631819901557,2
15.652533677644213,23.760074228521226,1326957.8079534387,1.3002469270640404,2
5.194960043758388,4.528981827454144,1542242.9319026037,1.2139000374646762,2
9.73079548733654,47.11842269011611,103358.32724576796,4.661502952648971,2
18.57514862539434,38.243428820984256,1156385.7199762075,4.948044545595276,2
6.246972091852352,9.322834915852331,386211.1012381378,2.3034981616522536,2
27.196875116264344,86.70473592205406,125844.71127327712,3.4288457776635024,2
14.88719149068409,39.43396279201261,776449.4136733809,2.079007916577769,2
5.5834229644076565,29.90454639456897,512482.8544844006,3.1725879132353443,2
9.716492651494324,22.977004107721008,977592.7161695363,3.3192014984208695,2
27.390789038060664,26.744928834428425,462358.77232028346,3.9760017077693552,2
5.222156844114122,40.12178663394981,43765.18215006458,3.3470416052491174,2
15.552386075449457,17.405223736955964,396862.3543176916,5.006995938795707,2
19.0886134684762,75.87421602654705,984130.0838850783,1.8744487720616358,2
3.051467855400041,18.113308250910052,1403766.059901924,1.5838746130753116,2
15.405664799875229,27.164291091771123,1084561.3606906917,2.5858156058895636,2
20.822947922751734,12.8815105535295,261398.27112438547,2.6847813709874435,2
18.52576530942305,79.77812979279,774489.0500291504,1.7425282582933617,2
26.848800263476402,16.198105523194336,34960.60023503231,2.189788737094965,2
15.578567561249935,26.230656606528584,411109.67151006986,4.46733947297413,2
16.357459977552402,71.88122501659451,223075.25995787286,2.245270074929823,2
14.313285918244501,5.660818174761063,481113.4020938919,4.538057196921927,2
25.461437079718245,19.448481561822017,587443.3096048356,1.3212665679602424,2
5.827397543100612,57.207712037022816,707284.3908579898,2.7490701342503447,2
12.600828651383953,10.11712157866557,621578.4209641613,2.2420304225359793,2
14.013269863200046,68.08541149657863,1366632.8223889298,4.416290719096467,2
5.2436441080538705,58.93324756818618,276073.7436753833,5.1912912408998375,2
21.841452862381463,86.5830013122674,943474.699908967,5.166858133555175,2
2.3388473466632282,4.043842925627784,563698.6084841342,1.5490873337239326,2
3.7308676409887185,96.71377962458199,41448.042050887256,4.259103586531713,2
2.499491676207331,3.6302256776147996,1255868.928587355,4.961068896504327,2
23.083233572373263,14.002072389339508,1177017.1313751724,2.371881891959605,2
1.6255253346188723,2.436154397280084,290351.61739717686,3.583714493427201,2
30.656764705905722,58.27267504113545,546517.3245505923,3.051621595609667,2
23.115058246336186,32.81098133872281,1001985.9453960834,2.7937696982186444,2
25.99397579085531,6.879770738476069,46980.71396476563,1.8635864806909177,2
26.604899277322694,83.61360425445412,355252.2368148911,4.138244365461323,2
29.983781838147976,76.52894562318946,1200079.8503428109,3.087742132267229,2
12.85204565705981,29.77125492238938,1392252.3458811885,2.6613799746487756,2
20.142885572061076,85.47159467908892,289780.7047024322,1.9959666504196558,2
8.66922576547164,17.08685058915823,1573924.2706205368,2.5318488698654535,2
30.185417682114203,81.45138611050054,467608.13277817966,4.577413059735927,2
28.208768690876607,36.03632172154624,1583555.0938220425,2.1283696099359757,2
3.8182098674719045,29.18776231811635,1041626.9769973903,3.762833117160734,2
17.83314179615308,67.22021166970256,356818.90028696245,4.058232964641624,2
6.985242413350579,15.911483261554368,1578367.7508994148,3.0680589470751642,2
5.778914381495081,52.25421816526994,173814.8740249733,5.21218069449846,2
9.79062189365155,18.006410627164612,1353663.8071697967,3.11780072651505,2
22.468595149142963,74.61121171300964,341177.2767758668,3.1496940895205126,2
18.869493427128745,28.172462604186478,1273842.3795532025,3.9769648475132344,2
14.589129220426454,4.309183478207111,975399.4253274212,4.478575218068269,2
22.439369112511095,51.660039263592054,563348.9502709225,1.4548138495087461,2
10.983600889582835,54.77820888038667,240622.82083182113,4.292306231591553,2
13.09251284026188,3.9572075505952506,283974.1518745079,5.261703794850355,2
11.307560164670065,86.30602930081413,997530.2751459728,4.9769543311144595,2
19.223472192452288,44.4018598129404,477862.12125908176,2.8002220095052603,2
30.00938189654694,1.3598581401757581,1284408.6848252835,1.7797016542633084,2
8.457301128931974,34.394871635663456,152275.21178311453,2.4734048834749855,2
25.892893262370574,36.8751988091933,1591616.2751117046,2.595962762745006,2
3.1789549104836294,29.07367384672022,1137637.068515785,2.217867874106547,2
15.077491171090088,39.28606517366601,1418806.2969167246,3.0363569187182176,2
25.96661693982812,71.00069565646899,1399820.8963368367,1.2637454156992027,2
17.44364021398483,36.37514720218011,171237.95228922376,3.4651525689535587,2
14.566645631942448,52.46553285836449,979849.8961216066,1.498290780053885,2
26.284398732493507,97.06703949931538,1196334.1201087856,1.9877919879224306,2
7.902582890692285,84.17293828842712,442833.9252020609,3.961500590578524,2
24.09014226620095,40.3062235324761,1145359.2267337888,4.497451600656424,2
16.205760845574634,20.810952835367107,116254.34616704783,1.3433250099742948,2
31.40521282709094,16.29655930246643,501465.90861402475,3.296134649494144,2
12.25442659865795,25.29362763805865,1103178.792106588,4.524611808608978,2
12.981442602153326,25.04054581320247,944539.380943858,3.729927733983251,2
6.966335775113517,64.44753094440027,295415.88804053573,1.8480565157357685,2
30.919101971118724,45.992704440202544,1412929.807946989,3.4483769235802235,2
27.4094652605406,20.656894234696956,1146595.2088329424,5.217236910225715,2
29.320750348706927,62.335469388534406,781748.4062227085,4.761292167122818,2
19.581106751854712,58.899101125230544,538174.6222443352,3.711423944466177,2
